Category,Retailer,SKU,PN,URL,Price,Avg Rating,Rating Count
Microwaves,PC Richard,JVM7195RFSS,JVM7195RFSS,http://www.pcrichard.com/GE/GE-1-9-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel-with-Black-Sides/JVM7195RFSS.pcrp?catId=201040,359,,
Microwaves,PC Richard,JVM7195SFSS,JVM7195SFSS,http://www.pcrichard.com/GE/GE-1-9-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel/JVM7195SFSS.pcrp?catId=201040,359,,
Microwaves,PC Richard,KHMS2040BSS,KHMS2040BSS,http://www.pcrichard.com/KitchenAid/KitchenAid-2-0-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel/KHMS2040BSS.pcrp?catId=201040,467,,
Microwaves,PC Richard,LMH2235ST,LMH2235ST,http://www.pcrichard.com/LG/LG-2-2-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/LMH2235ST.pcrp?catId=201040,404,,
Microwaves,PC Richard,LMHM2237ST,LMHM2237ST,http://www.pcrichard.com/LG/LG-2-2-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/LMHM2237ST.pcrp?catId=201040,449,,
Microwaves,PC Richard,LMV1683ST,LMV1683ST,http://www.pcrichard.com/LG/LG-1-6-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel/LMV1683ST.pcrp?catId=201040,224,,
Microwaves,PC Richard,LMV1831ST,LMV1831ST,http://www.pcrichard.com/LG-Studio/LG-Studio-1-8-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/LMV1831ST.pcrp?catId=201040,269,,
Microwaves,PC Richard,LMV2031ST,LMV2031ST,http://www.pcrichard.com/LG/LG-2-0-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/LMV2031ST.pcrp?catId=201040,314,,
Microwaves,PC Richard,LMVM2033ST,LMVM2033ST,http://www.pcrichard.com/LG/LG-2-0-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/LMVM2033ST.pcrp?catId=201040,359,,
Microwaves,PC Richard,MC17F808KDT,MC17F808KDT,http://www.pcrichard.com/Samsung/Samsung-1-7-Cu-Ft-Over-The-Range-Microwave-Stainless-Steel/MC17F808KDT.pcrp?catId=201040,478,,
Microwaves,PC Richard,ME16H702SEB,ME16H702SEB,http://www.pcrichard.com/Samsung/Samsung-1-6-Cu-Ft-Over-The-Range-Microwave-Black/ME16H702SEB.pcrp?catId=201040,149,,
Microwaves,PC Richard,ME17H703SHB,ME17H703SHB,http://www.pcrichard.com/Samsung/Samsung-1-7-Cu-Ft-Over-The-Range-Microwave-Black/ME17H703SHB.pcrp?catId=201040,224,,
